DamageBetween20001and3000,DamageGreaterThan3000,MajorDamage_rent,Estimate!!HOUSING OCCUPANCY!!Total housing units,Percent!!HOUSING OCCUPANCY!!Total housing units,Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Max Wind,Max Pressure,dist_from_landfall
9.0,5.0,24.0,21510.0,21510.0,17641.0,82.0,143,0.7,1533,7.1,3175,14.8,2751,12.8,3037,14.1,3801,17.7,2429,11.3,2368,11.0,857,4.0,1413,6.6,130,931,120.39632110631803
2.0,0.0,0.0,11614.0,11614.0,10210.0,87.9,205,1.7,2578,22.1,1716,14.8,1468,12.7,1615,14.0,1665,14.4,850,7.4,546,4.8,328,2.8,640,5.6,130,931,112.18279793701178
0.0,0.0,4.0,5206.0,5206.0,3900.0,75.0,108,2.1,571,11.0,924,17.8,982,18.8,934,17.9,627,12.0,398,7.6,255,4.9,73,1.4,331,6.3,130,931,143.95628674374538
0.0,2.0,1.0,6636.0,6636.0,4988.0,75.1,0,0.0,66,1.0,740,11.1,974,14.7,1153,17.4,1157,17.4,952,14.4,384,5.8,395,5.9,814,12.2,70,967,178.69551132959626
19.0,4.0,28.0,21820.0,21820.0,17481.0,80.1,0,0.0,394,1.7,9177,41.9,3440,15.9,2842,13.2,2811,12.8,1171,5.3,684,3.2,467,2.1,830,3.9,70,967,101.87882640704633
6.0,2.0,7.0,85402.0,85402.0,72325.0,84.6,0,0.0,2038,2.3,23116,26.9,14621,17.2,10447,12.2,14280,16.8,9870,11.6,5649,6.7,2800,3.3,2579,3.0,70,967,107.58634121662791
48.0,11.0,16.0,59731.0,59731.0,49800.0,83.4,0,0.0,815,1.3,12739,21.3,9491,15.9,7021,11.8,13549,22.7,8828,14.7,3718,6.3,1985,3.3,1581,2.6,70,967,115.06575545557702
33.0,17.0,10.0,24130.0,24130.0,20614.0,85.5,0,0.0,305,1.3,5908,24.4,5154,21.3,3807,15.8,3592,14.9,2440,10.1,1262,5.2,661,2.7,998,4.2,70,967,120.70571221256486
0.0,3.0,9.0,17815.0,17815.0,14775.0,82.9,0,0.0,228,1.3,2492,14.0,2820,15.8,2741,15.4,2993,16.8,2086,11.7,1599,9.0,964,5.4,1890,10.6,70,967,171.35220102251475
2.0,3.0,2.0,7115.0,7115.0,5647.0,79.4,0,0.0,81,1.1,1002,14.1,1456,20.5,1208,17.0,1126,15.9,848,11.9,457,6.4,266,3.8,668,9.4,70,967,160.98024349574533
0.0,0.0,1.0,5062.0,5062.0,3311.0,65.4,0,0.0,119,2.3,429,8.5,750,14.8,1089,21.5,1042,20.6,604,11.9,290,5.7,137,2.7,598,11.8,70,967,188.89953137412672
6.0,6.0,11.0,41653.0,41653.0,38322.0,91.9,0,0.0,1323,3.1,14056,33.5,8371,20.2,5722,13.8,5405,13.1,2685,6.5,1949,4.7,935,2.3,1202,2.9,70,967,131.26944643858826
0.0,2.0,1.0,10397.0,10397.0,8582.0,82.5,0,0.0,85,0.8,1555,14.9,1417,13.6,1478,14.2,2136,20.6,1294,12.4,1065,10.2,501,4.8,864,8.3,70,967,122.63988795111914
2.0,0.0,14.0,188066.0,188066.0,168089.0,89.4,0,0.0,2805,1.5,28368,15.0,23679,12.6,31300,16.7,42241,22.5,26799,14.3,17877,9.5,8287,4.4,6706,3.6,70,967,148.33460823900384
0.0,0.0,1.0,8080.0,8080.0,6827.0,84.4,0,0.0,77,1.0,1331,16.5,1623,20.1,1587,19.6,1359,16.8,763,9.4,428,5.3,215,2.7,695,8.6,70,967,166.729690098786
1.0,2.0,3.0,12792.0,12792.0,11161.0,87.3,0,0.0,321,2.5,1847,14.4,1854,14.5,1670,13.0,2466,19.3,1424,11.1,1221,9.6,805,6.3,1182,9.3,70,967,145.18872543522554
66.0,26.0,207.0,188332.0,188332.0,166014.0,88.2,0,0.0,496,0.2,11457,6.1,14482,7.7,30285,16.1,51551,27.3,40889,21.7,23538,12.5,9422,5.0,6208,3.3,70,967,85.1225258166405
3.0,19.0,18.0,38799.0,38799.0,34998.0,90.2,0,0.0,718,1.8,5741,14.7,4981,12.8,5978,15.4,6984,18.0,5621,14.5,4296,11.1,2168,5.6,2308,5.9,70,967,92.2614419495705
88.0,22.0,44.0,50830.0,50830.0,45749.0,90.0,0,0.0,1459,2.8,15315,30.0,11054,21.9,7897,15.6,7155,14.2,3895,7.7,2097,4.2,893,1.7,1062,2.1,70,967,139.31707113265614
14.0,12.0,152.0,179545.0,179545.0,138539.0,76.9,0,0.0,1879,1.0,14092,7.7,6659,3.7,13855,7.7,24385,13.5,20474,11.5,21840,12.2,18859,10.6,57499,32.0,70,967,83.90066613302804
58.0,403.0,139.0,9595.0,9595.0,8255.0,86.0,0,0.0,166,1.7,3489,36.4,1586,16.6,1115,11.6,1256,13.1,1073,11.2,537,5.6,214,2.2,156,1.6,70,967,64.48484997248795
0.0,0.0,0.0,11170.0,11170.0,8779.0,78.6,0,0.0,103,0.9,1538,13.8,1563,14.0,1846,16.5,2143,19.2,1374,12.3,1130,10.1,612,5.5,859,7.7,70,967,174.96735225363395
5.0,4.0,11.0,15612.0,15612.0,12845.0,81.7,0,0.0,210,1.3,4633,29.7,1405,9.1,2158,13.9,3190,20.5,2037,13.1,1330,8.3,344,2.2,301,1.9,70,967,78.02499956367754
3.0,7.0,7.0,19996.0,19996.0,18413.0,92.1,0,0.0,187,1.0,3002,15.0,3083,15.4,4617,23.1,3792,19.0,2633,13.2,1523,7.6,583,2.9,573,2.9,70,967,92.62078773180193
0.0,0.0,1.0,5167.0,5167.0,4107.0,79.5,0,0.0,51,1.0,655,12.7,808,15.7,1160,22.5,981,19.0,687,13.3,333,6.4,195,3.8,294,5.7,70,967,151.3912288215593
3.0,4.0,6.0,8528.0,8528.0,7760.0,91.0,0,0.0,91,1.1,1033,12.1,1435,16.8,1262,14.7,1433,16.9,1287,15.1,862,10.1,453,5.3,669,7.9,70,967,111.5787747849079
1249.0,396.0,157.0,17503.0,17503.0,15508.0,88.6,0,0.0,168,1.0,2611,15.0,2216,12.7,4465,25.5,3815,21.8,1877,10.7,1111,6.3,547,3.1,690,4.0,70,967,104.88799542340891
0.0,0.0,0.0,22113.0,22113.0,19005.0,85.9,0,0.0,547,2.5,3965,17.9,3472,15.8,4005,18.1,4144,18.7,2466,11.1,1575,7.2,709,3.2,1227,5.6,70,967,173.03502273077797
1.0,4.0,2.0,23034.0,23034.0,20213.0,87.7,0,0.0,248,1.1,2280,9.9,2879,12.5,2935,12.7,4772,20.7,3641,15.8,3041,13.2,1706,7.4,1529,6.7,70,967,130.49165027366456
153.0,53.0,92.0,96166.0,96166.0,87236.0,90.7,0,0.0,1814,1.9,26177,27.2,21173,22.0,19402,20.2,14927,15.5,6462,6.7,2963,3.1,1081,1.1,2162,2.3,70,967,107.84987059979883
50.0,29.0,59.0,50626.0,50626.0,44313.0,87.6,0,0.0,1150,2.2,11638,22.9,8662,17.1,10430,20.6,7693,15.3,4689,9.3,2701,5.4,1444,2.9,2215,4.4,70,967,130.6369104330698
3.0,10.0,9.0,44023.0,44023.0,39282.0,89.2,0,0.0,621,1.4,8194,18.5,6087,13.8,6019,13.7,8685,19.7,5624,12.8,4598,10.4,2257,5.1,1935,4.4,70,967,93.3297922592618
23.0,10.0,11.0,20992.0,20992.0,17479.0,83.3,0,0.0,112,0.5,3235,15.4,2762,13.1,3160,15.1,3234,15.4,2474,11.8,2570,12.2,1184,5.6,2259,10.8,70,967,138.4297145700312
0.0,0.0,1.0,9563.0,9563.0,8861.0,92.7,0,0.0,447,4.5,1924,20.0,1371,14.4,1515,15.9,1410,14.9,1007,10.5,1038,10.9,341,3.6,505,5.3,70,967,154.29933751356216
0.0,2.0,1.0,5132.0,5132.0,3993.0,77.9,0,0.0,68,1.3,911,17.7,1102,21.5,1011,19.8,725,14.2,545,10.6,269,5.2,82,1.6,417,8.1,70,967,183.79879602205654
0.0,0.0,1.0,9242.0,9242.0,7625.0,82.6,0,0.0,129,1.4,1479,16.0,1840,19.9,1907,20.7,1917,20.7,712,7.7,694,7.5,228,2.5,333,3.6,70,967,144.01663977775382
0.0,1.0,0.0,7082.0,7082.0,5856.0,82.8,0,0.0,133,1.9,2124,29.9,1656,23.4,852,12.0,881,12.5,675,9.6,332,4.7,156,2.2,270,3.8,70,967,132.26491529890282
0.0,0.0,0.0,9732.0,9732.0,8171.0,84.0,0,0.0,124,1.3,1280,13.2,1215,12.5,1589,16.3,1855,19.1,1236,12.7,1253,12.9,650,6.7,527,5.5,70,967,236.7997129795075
0.0,0.0,0.0,12511.0,12511.0,10381.0,83.0,0,0.0,153,1.2,1025,8.2,1540,12.3,1935,15.5,2754,22.0,2062,16.5,1905,15.2,606,4.8,528,4.2,70,967,305.81033695564133
0.0,2.0,2.0,14681.0,14681.0,12054.0,82.1,0,0.0,48,0.4,645,4.4,1217,8.3,1667,11.4,4050,27.6,2978,20.3,1818,12.4,902,6.2,1353,9.2,70,967,216.51248915299183
0.0,1.0,0.0,7909.0,7909.0,6606.0,83.5,0,0.0,144,1.9,669,8.5,1383,17.5,1490,18.9,1627,20.5,867,10.9,653,8.2,471,6.0,602,7.6,70,967,221.78957757403322
0.0,2.0,1.0,12100.0,12100.0,10014.0,82.7,0,0.0,115,1.0,1482,12.2,2055,17.0,1914,15.8,2265,18.7,1378,11.4,880,7.3,629,5.2,1379,11.4,70,967,214.31538947623355
2.0,1.0,3.0,32197.0,32197.0,28035.0,87.1,0,0.0,304,1.0,5758,17.9,4333,13.4,3849,11.9,6087,18.9,4582,14.2,3003,9.3,1812,5.6,2465,7.7,70,967,166.0907204439967
0.0,1.0,0.0,4162.0,4162.0,3172.0,76.2,0,0.0,39,1.0,513,12.3,513,12.3,770,18.5,935,22.4,493,11.9,307,7.4,169,4.1,419,10.1,70,967,197.68936101386444
0.0,0.0,4.0,103747.0,103747.0,88537.0,85.3,0,0.0,705,0.7,10506,10.1,11564,11.1,15334,14.8,22084,21.3,18467,17.8,15161,14.6,5575,5.4,4346,4.2,70,967,239.98730780586538
0.0,0.0,0.0,3693.0,3693.0,2659.0,72.0,0,0.0,34,1.0,312,8.5,620,16.8,587,15.9,1146,31.0,610,16.5,93,2.6,91,2.4,197,5.4,70,967,217.6790400882272
0.0,1.0,0.0,28408.0,28408.0,24760.0,87.2,0,0.0,391,1.4,4064,14.3,4527,15.9,4369,15.4,5420,19.1,3526,12.4,2628,9.2,1444,5.1,2036,7.2,70,967,191.12009698576395
1.0,0.0,0.0,23530.0,23530.0,21257.0,90.3,0,0.0,591,2.5,7669,32.6,5490,23.4,3556,15.1,3354,14.3,1303,5.6,687,3.0,351,1.5,527,2.3,70,967,163.53667097766922
0.0,0.0,4.0,15203.0,15203.0,13103.0,86.2,0,0.0,289,1.9,2512,16.5,2645,17.4,2409,15.9,2891,19.0,1850,12.1,1046,6.9,591,3.9,966,6.3,70,967,193.14631577834146
1.0,2.0,1.0,11757.0,11757.0,9748.0,82.9,0,0.0,168,1.4,1596,13.6,2060,17.5,1849,15.7,2306,19.6,1354,11.5,1127,9.6,621,5.3,674,5.7,70,967,163.62861457017013
0.0,0.0,0.0,21832.0,21832.0,18755.0,85.9,0,0.0,117,0.5,2169,9.9,3043,13.9,3350,15.3,5636,25.8,3745,17.2,1743,8.0,872,4.0,1155,5.3,70,967,251.11002782242852
0.0,4.0,0.0,6419.0,6419.0,4827.0,75.2,0,0.0,0,0.0,319,4.8,694,10.8,988,15.3,1175,18.3,1066,16.7,623,9.9,471,7.3,716,11.1,70,984,741.8489480295761
1367.0,4250.0,0.0,19104.0,19104.0,15298.0,80.1,0,0.0,0,0.0,4407,22.3,5312,28.2,3212,16.9,2490,13.1,1471,7.8,787,4.2,487,2.6,601,3.1,70,984,642.4365799380059
1858.0,5033.0,0.0,77627.0,77627.0,64797.0,83.5,0,0.0,0,0.0,10417,12.9,15673,20.3,11656,15.1,12242,15.7,11920,15.5,7802,10.2,4261,5.6,2662,3.4,70,984,625.9119139047988
3401.0,2706.0,0.0,56082.0,56082.0,47510.0,84.7,0,0.0,0,0.0,6615,11.4,10085,18.1,8163,14.6,10595,18.7,10073,18.1,5374,9.8,2619,4.7,1815,3.2,70,984,605.3203723985785
46.0,219.0,0.0,22910.0,22910.0,19950.0,87.1,0,0.0,0,0.0,2968,12.5,4906,21.4,4156,18.2,3679,16.1,2929,12.9,1735,7.7,977,4.3,1031,4.5,70,984,662.5568499473658
3.0,32.0,0.0,17108.0,17108.0,14299.0,83.6,0,0.0,0,0.0,1327,7.5,2423,14.2,2713,15.8,2788,16.3,2387,14.0,1697,10.0,1254,7.4,1656,9.6,70,984,723.1201588109194
2.0,37.0,0.0,6833.0,6833.0,5295.0,77.5,0,0.0,0,0.0,355,5.1,981,14.2,1419,20.7,1230,18.2,922,13.5,652,9.6,455,6.7,550,8.0,70,984,704.5528711274738
0.0,1.0,0.0,4917.0,4917.0,3349.0,68.1,0,0.0,0,0.0,189,3.7,669,13.4,1010,20.5,1050,21.4,764,15.7,345,7.2,219,4.4,427,8.6,70,984,763.3745032194754
3.0,21.0,0.0,38675.0,38675.0,35118.0,90.8,0,0.0,0,0.0,6208,15.8,9492,24.6,7005,18.2,5961,15.4,4402,11.5,2486,6.5,1509,3.9,1138,2.9,70,984,722.9118777521376
3.0,5.0,0.0,10138.0,10138.0,8343.0,82.3,0,0.0,0,0.0,610,5.9,1334,13.1,1584,15.6,1897,18.7,1565,15.5,1197,11.8,767,7.6,739,7.2,70,984,722.3676546148873
5.0,10.0,0.0,181950.0,181950.0,164112.0,90.2,0,0.0,0,0.0,13221,7.1,22638,12.5,27588,15.1,38320,21.0,34092,18.8,21949,12.1,13018,7.2,7946,4.4,70,984,737.3514066213575
2.0,2.0,0.0,7877.0,7877.0,6563.0,83.3,0,0.0,0,0.0,607,7.6,1391,17.6,1586,20.1,1395,17.8,1017,13.0,596,7.6,308,4.0,592,7.5,70,984,746.4494931548562
13.0,20.0,0.0,28993.0,28993.0,25808.0,89.0,0,0.0,0,0.0,1812,6.2,3880,13.3,4454,15.4,4827,16.7,4450,15.4,3881,13.4,2696,9.4,2042,7.0,70,984,766.2262861270488
4.0,10.0,0.0,12425.0,12425.0,10957.0,88.2,0,0.0,0,0.0,687,5.4,1463,11.7,1618,13.0,2258,18.1,2100,17.0,1516,12.2,1116,9.0,1095,8.8,70,984,739.9569944406469
1004.0,2587.0,0.0,184349.0,184349.0,160529.0,87.1,0,0.0,0,0.0,5648,3.1,11751,6.4,22394,12.1,41781,22.5,45505,24.8,31507,17.2,15659,8.6,7527,4.1,70,984,671.563600498092
29.0,78.0,0.0,37317.0,37317.0,33615.0,90.1,0,0.0,0,0.0,2606,6.9,4601,12.3,5088,13.6,6921,18.5,6582,17.7,4789,12.9,3159,8.5,2461,6.6,70,984,692.6378100490664
9.0,46.0,0.0,47044.0,47044.0,42336.0,90.0,0,0.0,0,0.0,7208,15.1,12040,25.6,9572,20.4,7839,16.6,5096,10.9,2451,5.3,1277,2.7,1025,2.2,70,984,723.7367069281157
1100.0,11077.0,0.0,158583.0,158583.0,114950.0,72.5,0,0.0,0,0.0,5638,3.5,7298,4.6,9356,5.9,17211,10.8,20479,12.9,19977,12.6,19075,12.0,37064,23.2,70,984,666.7854482751056
123.0,3584.0,0.0,9134.0,9134.0,7606.0,83.3,0,0.0,0,0.0,1966,21.2,2403,26.5,1238,13.6,1052,11.5,1205,13.2,788,8.7,273,3.0,146,1.6,70,984,652.1565298938709
0.0,3.0,0.0,10879.0,10879.0,8727.0,80.2,0,0.0,0,0.0,675,6.1,1365,12.5,1489,13.7,1954,17.9,1821,16.8,1237,11.4,908,8.4,953,8.8,70,984,764.4399810703255
559.0,6774.0,0.0,13629.0,13629.0,10142.0,74.4,0,0.0,0,0.0,2358,17.1,2620,19.4,1734,12.7,2530,18.5,2320,17.1,1262,9.3,471,3.5,226,1.7,70,984,659.1856056910057
11.0,54.0,0.0,19390.0,19390.0,18189.0,93.8,0,0.0,0,0.0,1233,6.3,2876,14.8,4116,21.2,4306,22.2,3356,17.4,2059,10.7,844,4.4,400,2.1,70,984,683.9040978134595
3.0,13.0,0.0,5098.0,5098.0,4012.0,78.7,0,0.0,0,0.0,133,2.6,497,9.7,931,18.2,1176,23.0,954,18.8,599,11.8,322,6.4,310,6.1,70,984,723.9395434503213
2.0,14.0,0.0,8224.0,8224.0,7345.0,89.3,0,0.0,0,0.0,474,5.7,1211,14.6,1285,15.6,1376,16.7,1398,17.0,1062,13.0,594,7.3,526,6.4,70,984,706.1321791920205
4.0,48.0,0.0,17128.0,17128.0,15539.0,90.7,0,0.0,0,0.0,1290,7.4,2397,14.0,3614,21.0,4101,24.0,2693,15.8,1389,8.1,763,4.5,602,3.5,70,984,694.7721979375087
2.0,1.0,0.0,21380.0,21380.0,18649.0,87.2,0,0.0,0,0.0,1686,7.8,3301,15.4,3912,18.3,4239,19.8,3029,14.3,1867,8.8,1333,6.3,1340,6.2,70,984,773.037810446188
2.0,11.0,0.0,22507.0,22507.0,19761.0,87.8,0,0.0,0,0.0,1031,4.5,2498,11.0,2898,12.9,3788,16.8,4089,18.2,3501,15.5,2380,10.6,1621,7.2,70,984,733.900282785271
2339.0,2183.0,0.0,92210.0,92210.0,83284.0,90.3,0,0.0,0,0.0,12987,13.9,21736,23.6,20468,22.2,17241,18.7,10323,11.3,4615,5.1,2079,2.3,1832,2.0,70,984,672.8564813513409
22.0,136.0,0.0,47946.0,47946.0,41943.0,87.5,0,0.0,0,0.0,5333,10.9,9165,19.1,9348,19.5,9112,19.0,6293,13.2,3446,7.2,2147,4.5,2073,4.3,70,984,704.2883877256498
48.0,63.0,0.0,42876.0,42876.0,37519.0,87.5,0,0.0,0,0.0,3572,8.2,6122,14.3,6305,14.7,7941,18.5,7344,17.2,5105,11.9,3304,7.8,2263,5.3,70,984,695.7953553928752
41.0,147.0,0.0,20330.0,20330.0,17038.0,83.8,0,0.0,0,0.0,1474,7.2,2530,12.5,3071,15.0,3393,16.7,2815,13.9,2383,11.7,1700,8.4,1897,9.3,70,984,688.4996359294834
0.0,3.0,0.0,8964.0,8964.0,8264.0,92.2,0,0.0,0,0.0,843,9.3,1437,16.0,1550,17.3,1598,17.9,1179,13.2,1003,11.2,671,7.5,449,5.0,70,984,745.9875296959726
0.0,0.0,0.0,4936.0,4936.0,4056.0,82.2,0,0.0,0,0.0,288,5.8,829,16.7,1231,24.9,1020,20.8,612,12.4,375,7.6,170,3.5,247,5.0,70,984,767.501521778982
17.0,76.0,0.0,8773.0,8773.0,7598.0,86.6,0,0.0,0,0.0,677,7.5,1482,16.8,1878,21.3,1908,21.8,1271,14.7,685,7.9,408,4.7,320,3.6,70,984,615.7391962989396
9.0,31.0,0.0,4948.0,4948.0,4042.0,81.7,0,0.0,0,0.0,296,5.8,847,16.9,903,18.4,861,17.3,816,16.6,521,10.7,226,4.7,294,5.8,70,984,629.520259741584
25.0,124.0,0.0,6654.0,6654.0,5796.0,87.1,0,0.0,0,0.0,918,13.3,1714,25.7,1221,18.7,821,12.3,802,12.1,547,8.3,242,3.7,246,3.7,70,984,641.710700207102
2.0,4.0,0.0,12218.0,12218.0,8797.0,72.0,0,0.0,0,0.0,233,1.8,1440,11.5,2121,17.4,2279,18.6,1988,16.4,1436,11.8,1069,8.8,1115,9.1,70,984,609.6645692463968
0.0,1.0,0.0,9877.0,9877.0,8170.0,82.7,0,0.0,0,0.0,232,2.3,1138,11.3,1829,18.4,1928,19.5,1656,16.9,1115,11.4,816,8.3,810,8.2,70,984,638.061295834147
604.0,498.0,0.0,169100.0,169100.0,147481.0,87.2,0,0.0,0,0.0,10940,6.2,21285,12.5,23943,14.2,31629,18.5,29235,17.5,22957,13.6,15227,9.1,9808,5.8,70,984,588.0036928548316
5.0,21.0,0.0,8086.0,8086.0,6420.0,79.4,0,0.0,0,0.0,284,3.4,1095,13.3,1611,19.9,1562,19.4,1445,17.9,1134,14.2,543,6.9,284,3.5,70,984,616.5602360603864
1.0,9.0,0.0,24697.0,24697.0,21661.0,87.7,0,0.0,0,0.0,1668,6.7,2827,11.4,3111,12.6,4230,17.1,3950,16.0,3201,13.0,2499,10.2,2183,8.8,70,984,803.222216337073
1.0,4.0,0.0,79719.0,79719.0,70553.0,88.5,0,0.0,0,0.0,7506,9.3,12681,15.9,11383,14.3,12306,15.4,11157,14.0,10361,13.0,7656,9.7,4684,5.9,70,984,853.7278800997143
0.0,3.0,0.0,3766.0,3766.0,2624.0,69.7,0,0.0,0,0.0,843,22.1,1020,27.3,602,16.0,419,11.2,260,6.9,239,6.3,140,3.8,143,3.8,70,984,845.892909677609
0.0,0.0,0.0,13047.0,13047.0,11613.0,89.0,0,0.0,0,0.0,900,6.8,1584,12.1,1533,11.8,1883,14.4,1911,14.7,1762,13.5,1483,11.4,1356,10.4,70,984,824.8229914214631
1.0,4.0,0.0,89997.0,89997.0,82598.0,91.8,0,0.0,0,0.0,8375,9.2,14822,16.4,16404,18.2,18516,20.5,13921,15.6,8262,9.2,4553,5.1,3373,3.7,70,984,783.8855400865892
,,0.0,54419.0,54419.0,47412.0,87.1,0,0.0,0,0.0,3916,7.1,6890,12.7,7640,14.0,9816,18.0,9316,17.1,7183,13.2,4823,8.9,3383,6.2,70,984,833.4893032867219
2.0,2.0,0.0,24319.0,24319.0,21470.0,88.3,0,0.0,0,0.0,2247,9.1,3799,15.6,3491,14.4,3476,14.3,3268,13.4,2775,11.4,2127,8.8,2103,8.6,70,984,786.4157545889688
33.0,40.0,0.0,97266.0,97266.0,66836.0,68.7,0,0.0,0,0.0,17417,17.2,28740,29.6,20720,21.6,12817,13.3,7767,8.1,4296,4.5,2370,2.5,2110,2.1,70,984,561.7150359826255
0.0,0.0,,7531.0,7531.0,5880.0,78.1,0,0.0,0,0.0,347,4.6,798,10.6,1011,13.4,1251,16.6,1224,16.3,1197,15.9,930,12.4,559,7.4,70,984,872.2157817041474
0.0,0.0,,13885.0,13885.0,9306.0,67.0,0,0.0,0,0.0,934,6.6,1979,14.2,2442,17.5,3114,22.4,2476,18.0,1283,9.3,769,5.6,612,4.4,70,984,901.7349478371759
1.0,3.0,0.0,14283.0,14283.0,11944.0,83.6,0,0.0,0,0.0,369,2.5,985,6.8,1739,12.1,2737,19.0,2616,18.5,2065,14.5,1450,10.3,1528,10.6,70,984,781.7682721729121
3.0,25.0,0.0,7683.0,7683.0,6562.0,85.4,0,0.0,0,0.0,376,4.8,1032,13.3,1333,17.3,1473,19.1,1201,15.8,832,10.9,592,7.8,569,7.4,70,984,668.5341830002128
2.0,7.0,0.0,11658.0,11658.0,9934.0,85.2,0,0.0,0,0.0,653,5.4,1704,14.5,1998,17.2,1989,17.0,1589,13.8,1050,9.1,858,7.4,1191,10.1,70,984,742.6463172585428
22.0,94.0,0.0,30724.0,30724.0,27189.0,88.5,0,0.0,0,0.0,2595,8.2,4095,13.4,3909,12.7,5267,17.0,5609,18.3,3945,13.0,2189,7.2,2066,6.7,70,984,666.7989628026538
0.0,2.0,0.0,4032.0,4032.0,2895.0,71.8,0,0.0,0,0.0,162,3.9,477,11.7,720,17.8,727,18.1,652,16.2,468,11.8,267,6.7,358,8.8,70,984,753.7822173611046
5.0,8.0,0.0,99942.0,99942.0,85274.0,85.3,0,0.0,0,0.0,5233,5.1,10487,10.4,13838,13.8,19691,19.5,20456,20.5,15808,15.9,8541,8.7,4226,4.2,70,984,751.4026569055532
2.0,7.0,0.0,3594.0,3594.0,2738.0,76.2,0,0.0,0,0.0,161,4.3,436,12.0,637,17.7,847,23.4,783,21.9,348,10.0,112,3.1,172,4.7,70,984,771.4884258620215
18.0,150.0,0.0,27245.0,27245.0,24228.0,88.9,0,0.0,0,0.0,1924,6.8,4066,14.9,4881,17.9,5139,18.9,4092,15.2,3021,11.1,1912,7.1,1500,5.5,70,984,673.833757677731
16.0,70.0,0.0,21781.0,21781.0,19671.0,90.3,0,0.0,0,0.0,3919,17.4,5995,27.6,4189,19.4,3261,15.0,2137,10.0,1003,4.7,527,2.4,487,2.2,70,984,673.2945529185631
2.0,15.0,0.0,14602.0,14602.0,12833.0,87.9,0,0.0,0,0.0,1320,8.7,2378,16.3,2565,17.5,2503,17.2,1917,13.2,1404,9.6,1082,7.5,988,6.7,70,984,734.9852481764316
9.0,46.0,0.0,11243.0,11243.0,9332.0,83.0,0,0.0,0,0.0,851,7.3,1590,14.1,1754,15.6,2179,19.3,1744,15.7,1143,10.2,877,7.9,761,6.8,70,984,692.4242643211633
0.0,3.0,0.0,21054.0,21054.0,18632.0,88.5,0,0.0,0,0.0,1275,5.9,2824,13.3,2956,14.1,3675,17.3,3745,17.9,2695,12.9,1682,8.1,1501,7.1,70,984,781.3059754376415
0.0,0.0,0.0,9231.0,9231.0,7459.0,80.8,0,0.0,0,0.0,289,3.1,700,7.5,1267,13.7,1814,19.6,1952,21.2,1604,17.5,981,10.7,485,5.3,70,984,793.3366429121131
,,0.0,14459.0,14459.0,12120.0,83.8,0,0.0,0,0.0,712,4.9,1929,13.3,2372,16.4,2686,18.6,2436,16.9,1761,12.2,1243,8.6,939,6.5,70,984,813.1981619120637
0.0,0.0,0.0,8855.0,8855.0,7729.0,87.3,0,0.0,0,0.0,520,5.8,1009,11.4,1097,12.4,1632,18.4,1632,18.5,1224,13.8,917,10.4,604,6.9,70,984,818.629689088561
,,0.0,3307.0,3307.0,2133.0,64.5,0,0.0,0,0.0,91,2.7,315,9.5,452,13.7,645,19.4,727,22.0,549,16.6,273,8.3,169,5.1,70,984,792.0221560008051
0.0,0.0,,7130.0,7130.0,5718.0,80.2,0,0.0,0,0.0,241,3.3,917,12.6,1286,18.1,1402,19.6,1190,16.9,749,10.6,516,7.3,562,7.8,70,984,718.397753875856
0.0,4.0,0.0,7137.0,7137.0,5095.0,71.4,0,0.0,0,0.0,238,3.2,934,12.8,1340,18.7,1391,19.5,1211,17.1,791,11.2,433,6.2,516,7.1,70,984,644.4708674262487
