,disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,placeCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent
367,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,5,99005,2017,Aguadilla (Municipio),11535,3974,232,39,28,5965,262,60,0
368,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,7,99007,2017,Aguas Buenas (Municipio),5749,2680,216,47,42,2294,123,44,0
369,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,9,99009,2017,Aibonito (Municipio),6095,3232,297,69,80,2121,178,61,0
370,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,11,99011,2017,Anasco (Municipio),7138,2804,357,42,38,1975,166,69,0
371,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,13,99013,2017,Arecibo (Municipio),22118,8157,799,124,79,7741,372,319,0
372,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,15,99015,2017,Arroyo (Municipio),4445,2336,134,40,47,1468,108,37,0
373,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,17,99017,2017,Barceloneta (Municipio),6328,2804,228,35,24,1993,83,52,0
374,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,19,99019,2017,Barranquitas (Municipio),6975,4397,308,63,69,2873,295,75,0
375,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,21,99021,2017,Bayamon (Municipio),41094,13978,630,143,158,22160,668,286,0
376,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,23,99023,2017,Cabo Rojo (Municipio),10799,2216,63,14,10,3492,72,15,0
377,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,25,99025,2017,Caguas (Municipio),28581,11722,510,90,125,14040,734,210,0
378,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,27,99027,2017,Camuy (Municipio),8214,2668,175,21,14,2225,81,38,0
379,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,29,99029,2017,Canovanas (Municipio),12309,5904,593,94,195,3544,339,148,0
380,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,31,99031,2017,Carolina (Municipio),33635,11876,237,53,60,18430,660,121,0
381,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,33,99033,2017,Catano (Municipio),4360,1955,128,18,20,3348,167,63,0
382,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,35,99035,2017,Cayey (Municipio),9905,4265,314,86,120,4577,214,89,0
383,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,37,99037,2017,Ceiba (Municipio),2973,1621,58,9,16,1118,62,19,0
384,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,39,99039,2017,Ciales (Municipio),4499,2456,263,78,65,1550,121,94,0
385,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,41,99041,2017,Cidra (Municipio),9780,4432,269,67,78,3538,192,74,0
386,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,43,99043,2017,Coamo (Municipio),9132,4047,279,37,54,3071,200,62,0
387,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,45,99045,2017,Comerio (Municipio),4825,2870,318,60,88,1758,130,90,0
388,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,47,99047,2017,Corozal (Municipio),8682,4691,453,89,122,2548,191,80,0
389,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,49,99049,2017,Culebra (Municipio),337,148,6,2,10,227,49,6,0
390,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,51,99051,2017,Dorado (Municipio),8504,3595,272,46,51,2609,184,89,0
391,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,53,99053,2017,Fajardo (Municipio),7866,3480,78,16,18,3422,134,39,0
392,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,54,99054,2017,Florida (Municipio),3170,1426,119,19,10,1013,55,28,0
393,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,55,99055,2017,Guanica (Municipio),4397,1651,52,6,11,1386,35,9,0
394,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,57,99057,2017,Guayama (Municipio),9508,4427,469,101,117,3294,212,102,0
395,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,59,99059,2017,Guayanilla (Municipio),5092,1758,77,13,21,1367,68,18,0
396,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,61,99061,2017,Guaynabo (Municipio),19098,6432,335,56,53,8912,329,115,0
397,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,63,99063,2017,Gurabo (Municipio),10041,4567,160,23,45,2796,141,44,0
398,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,65,99065,2017,Hatillo (Municipio),8568,2962,259,45,40,2684,107,47,0
399,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,67,99067,2017,Hormigueros (Municipio),3735,904,21,2,3,1381,56,8,0
400,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,69,99069,2017,Humacao (Municipio),14084,8553,386,96,127,4768,358,100,0
401,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,71,99071,2017,Isabela (Municipio),9435,3359,234,50,34,3224,153,42,0
402,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,73,99073,2017,Jayuya (Municipio),3541,1692,174,27,44,1386,115,39,0
403,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,75,99075,2017,Juana Diaz (Municipio),12584,4910,365,74,78,3113,259,95,0
404,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,77,99077,2017,Juncos (Municipio),9855,5418,216,53,51,3261,178,55,0
405,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,79,99079,2017,Lajas (Municipio),5805,1578,70,6,5,1753,38,16,0
406,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,81,99081,2017,Lares (Municipio),5965,1921,136,21,18,2386,114,56,0
407,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,83,99083,2017,Las Marias (Municipio),2102,834,51,4,16,767,48,24,0
408,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,85,99085,2017,Las Piedras (Municipio),9182,5069,178,34,54,2801,228,43,0
409,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,87,99087,2017,Loiza (Municipio),5956,3473,214,22,39,1669,105,28,0
410,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,89,99089,2017,Luquillo (Municipio),4486,2020,51,4,17,1589,69,20,0
411,4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,91,99091,2017,Manati (Municipio),9575,4150,264,42,39,4073,178,66,0
