,disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,placeCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent
1536,1553,HURRICANE IVAN,NC,2004-09-16 00:00:00+00:00,37,173,99173,2004,Swain (County),31,11,2,2,3,3,0,0,0
1537,1553,HURRICANE IVAN,NC,2004-09-16 00:00:00+00:00,37,175,99175,2004,Transylvania (County),239,126,3,0,2,23,0,0,0
1538,1553,HURRICANE IVAN,NC,2004-09-16 00:00:00+00:00,37,189,99189,2004,Watauga (County),309,184,16,4,5,17,0,0,0
1539,1553,HURRICANE IVAN,NC,2004-09-16 00:00:00+00:00,37,199,99199,2004,Yancey (County),327,199,24,5,3,18,0,0,0
1540,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,9,99009,2004,Brevard (County),467,21,0,0,0,186,0,0,0
1541,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,19,99019,2004,Clay (County),83,35,0,0,1,3,0,0,0
1542,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,31,99031,2004,Duval (County),182,63,0,0,1,58,0,0,0
1543,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,35,99035,2004,Flagler (County),61,10,0,0,0,16,0,0,0
1544,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,55,99055,2004,Highlands (County),65,7,0,0,0,32,0,0,0
1545,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,61,99061,2004,Indian River (County),154,6,0,0,0,67,0,0,0
1546,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,69,99069,2004,Lake (County),112,17,0,0,0,34,0,0,0
1547,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,81,99081,2004,Manatee (County),63,7,0,0,0,108,0,0,0
1548,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,83,99083,2004,Marion (County),302,71,0,0,0,149,0,0,0
1549,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,85,99085,2004,Martin (County),151,13,0,0,0,77,0,0,0
1550,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,93,99093,2004,Okeechobee (County),66,11,0,0,0,40,0,0,0
1551,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,95,99095,2004,Orange (County),419,36,0,0,0,306,0,0,0
1552,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,97,99097,2004,Osceola (County),84,4,1,0,0,54,0,0,0
1553,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,99,99099,2004,Palm Beach (County),742,41,0,0,0,683,0,0,0
1554,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,101,99101,2004,Pasco (County),179,26,2,0,0,32,0,0,0
1555,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,105,99105,2004,Polk (County),339,31,0,0,0,253,0,0,0
1556,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,109,99109,2004,St. Johns (County),66,18,0,0,0,15,0,0,0
1557,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,111,99111,2004,St. Lucie (County),355,27,1,1,0,273,0,0,0
1558,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,117,99117,2004,Seminole (County),151,19,1,0,0,80,0,0,0
1559,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,127,99127,2004,Volusia (County),381,38,0,0,0,141,0,0,0
1560,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,5,99005,2004,Bay (County),1955,1015,40,7,25,662,0,0,0
1561,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,13,99013,2004,Calhoun (County),165,109,9,2,8,28,0,0,0
1562,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,17,99017,2004,Citrus (County),116,23,0,0,0,20,0,0,0
1563,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,33,99033,2004,Escambia (County),52779,32709,1162,232,622,22256,0,0,0
1564,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,37,99037,2004,Franklin (County),83,64,5,2,1,10,0,0,0
1565,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,39,99039,2004,Gadsden (County),106,70,6,1,0,26,0,0,0
1566,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,45,99045,2004,Gulf (County),174,101,9,1,2,67,0,0,0
1567,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,59,99059,2004,Holmes (County),648,419,14,5,14,93,0,0,0
1568,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,63,99063,2004,Jackson (County),442,273,21,3,13,115,0,0,0
1569,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,71,99071,2004,Lee (County),272,46,0,0,1,66,0,0,0
1570,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,73,99073,2004,Leon (County),174,100,7,1,0,60,0,0,0
1571,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,77,99077,2004,Liberty (County),69,47,5,0,1,11,0,0,0
1572,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,91,99091,2004,Okaloosa (County),11042,6531,233,33,60,3447,0,0,0
1573,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,113,99113,2004,Santa Rosa (County),26946,16454,1677,358,682,5975,0,0,0
1574,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,123,99123,2004,Taylor (County),61,32,1,1,0,16,0,0,0
1575,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,129,99129,2004,Wakulla (County),39,21,1,0,1,5,0,0,0
1576,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,131,99131,2004,Walton (County),1944,1143,68,12,29,455,0,0,0
1577,1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,133,99133,2004,Washington (County),335,227,8,3,3,40,0,0,0
1578,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,23,99023,2004,Clarke (County),377,258,1,0,0,83,0,0,0
1579,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,39,99039,2004,George (County),781,564,8,2,3,128,0,0,0
1580,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,41,99041,2004,Greene (County),484,350,1,1,3,98,0,0,0
1581,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,45,99045,2004,Hancock (County),49,32,0,1,0,10,0,0,0
1582,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,47,99047,2004,Harrison (County),573,363,3,1,2,450,0,0,0
1583,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,59,99059,2004,Jackson (County),1801,1191,5,0,9,1356,0,0,0
1584,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,75,99075,2004,Lauderdale (County),1311,856,4,0,3,502,0,0,0
1585,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,111,99111,2004,Perry (County),246,200,0,0,0,36,0,0,0
1586,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,131,99131,2004,Stone (County),248,196,0,0,1,89,0,0,0
1587,1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,153,99153,2004,Wayne (County),931,665,5,0,5,202,0,0,0
1588,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,5,99005,2004,Barbour (County),537,410,2,0,0,152,0,0,0
1589,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,9,99009,2004,Blount (County),19,10,0,0,1,5,0,0,0
1590,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,17,99017,2004,Chambers (County),48,35,1,0,0,4,0,0,0
1591,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,27,99027,2004,Clay (County),25,18,0,0,0,,,,
1592,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,55,99055,2004,Etowah (County),115,77,3,1,0,14,0,0,0
1593,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,57,99057,2004,Fayette (County),25,10,0,0,0,,,,
1594,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,67,99067,2004,Henry (County),59,46,1,0,0,5,0,0,0
1595,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,77,99077,2004,Lauderdale (County),32,13,0,0,0,2,0,0,0
1596,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,83,99083,2004,Limestone (County),26,14,0,0,0,6,0,0,0
1597,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,87,99087,2004,Macon (County),926,666,5,2,5,445,0,0,0
1598,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,89,99089,2004,Madison (County),53,16,0,0,0,10,0,0,0
1599,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,103,99103,2004,Morgan (County),42,17,0,1,0,8,0,0,0
1600,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,111,99111,2004,Randolph (County),11,7,0,0,0,1,0,0,0
1601,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,113,99113,2004,Russell (County),231,163,0,0,1,52,0,0,0
1602,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,115,99115,2004,St. Clair (County),58,41,0,0,0,6,0,0,0
1603,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,127,99127,2004,Walker (County),230,173,0,0,2,43,0,0,0
1604,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,1,99001,2004,Autauga (County),1059,773,6,1,2,266,0,0,0
1605,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,3,99003,2004,Baldwin (County),21538,13171,620,106,312,5192,0,0,0
1606,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,7,99007,2004,Bibb (County),241,181,1,0,1,65,0,0,0
1607,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,11,99011,2004,Bullock (County),1014,781,5,0,3,412,0,0,0
1608,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,13,99013,2004,Butler (County),1786,1266,24,2,12,478,0,0,0
1609,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,15,99015,2004,Calhoun (County),71,47,1,0,0,7,0,0,0
1610,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,21,99021,2004,Chilton (County),282,201,1,0,2,56,0,0,0
1611,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,23,99023,2004,Choctaw (County),1434,1059,15,3,4,199,0,0,0
1612,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,25,99025,2004,Clarke (County),3811,2837,52,5,37,688,0,0,0
1613,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,31,99031,2004,Coffee (County),453,257,4,1,2,92,0,0,0
1614,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,33,99033,2004,Colbert (County),20,12,0,0,0,2,0,0,0
1615,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,35,99035,2004,Conecuh (County),2396,1751,37,3,35,430,0,0,0
1616,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,37,99037,2004,Coosa (County),84,64,0,0,1,13,0,0,0
1617,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,39,99039,2004,Covington (County),1646,1099,14,2,7,280,0,0,0
1618,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,41,99041,2004,Crenshaw (County),501,306,4,1,2,87,0,0,0
1619,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,43,99043,2004,Cullman (County),29,17,1,0,0,,,,
1620,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,45,99045,2004,Dale (County),222,134,0,0,1,46,0,0,0
1621,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,47,99047,2004,Dallas (County),3353,2463,19,2,10,1897,0,0,0
1622,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,49,99049,2004,DeKalb (County),37,18,0,0,0,2,0,0,0
1623,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,51,99051,2004,Elmore (County),953,715,7,1,4,294,0,0,0
1624,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,53,99053,2004,Escambia (County),7268,5032,172,38,164,2026,0,0,0
1625,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,59,99059,2004,Franklin (County),62,34,0,0,1,5,0,0,0
1626,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,61,99061,2004,Geneva (County),464,268,3,1,7,83,0,0,0
1627,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,63,99063,2004,Greene (County),1184,898,17,0,6,229,0,0,0
1628,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,65,99065,2004,Hale (County),944,672,10,0,4,324,0,0,0
1629,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,69,99069,2004,Houston (County),97,52,0,0,2,44,0,0,0
1630,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,71,99071,2004,Jackson (County),22,7,0,0,0,3,0,0,0
1631,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,73,99073,2004,Jefferson (County),4612,3177,45,3,3,3037,0,0,0
1632,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,75,99075,2004,Lamar (County),19,11,0,0,0,1,0,0,0
1633,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,79,99079,2004,Lawrence (County),34,17,1,0,0,6,0,0,0
1634,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,81,99081,2004,Lee (County),376,272,0,0,1,120,0,0,0
1635,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,85,99085,2004,Lowndes (County),1531,1199,3,0,2,380,0,0,0
1636,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,91,99091,2004,Marengo (County),1887,1427,20,4,15,355,0,0,0
1637,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,93,99093,2004,Marion (County),47,21,1,0,0,4,0,0,0
1638,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,95,99095,2004,Marshall (County),35,20,1,0,1,5,0,0,0
1639,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,97,99097,2004,Mobile (County),31048,20422,331,44,119,20714,0,0,0
1640,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,99,99099,2004,Monroe (County),3657,2692,39,5,65,614,0,0,0
1641,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,101,99101,2004,Montgomery (County),5064,3454,14,5,16,5026,0,0,0
1642,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,105,99105,2004,Perry (County),1192,930,6,0,11,621,0,0,0
1643,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,107,99107,2004,Pickens (County),544,357,7,1,0,136,0,0,0
1644,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,109,99109,2004,Pike (County),733,523,7,0,15,203,0,0,0
1645,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,117,99117,2004,Shelby (County),265,187,2,0,0,66,0,0,0
1646,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,119,99119,2004,Sumter (County),1521,1155,20,1,8,356,0,0,0
1647,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,121,99121,2004,Talladega (County),83,56,1,0,1,9,0,0,0
1648,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,123,99123,2004,Tallapoosa (County),342,284,1,0,0,87,0,0,0
1649,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,125,99125,2004,Tuscaloosa (County),275,171,3,0,1,89,0,0,0
1650,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,129,99129,2004,Washington (County),1871,1301,36,4,12,335,0,0,0
1651,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,131,99131,2004,Wilcox (County),2308,1737,17,2,17,512,0,0,0
1652,1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,133,99133,2004,Winston (County),59,33,2,0,0,3,0,0,0
1653,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,51,99051,2004,Jefferson (Parish),211,77,0,0,0,740,0,0,0
1654,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,57,99057,2004,Lafourche (Parish),45,12,0,0,0,28,0,0,0
1655,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,71,99071,2004,Orleans (Parish),647,272,2,0,0,4143,0,0,0
1656,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,75,99075,2004,Plaquemines (Parish),1483,1011,11,2,10,411,0,0,0
1657,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,87,99087,2004,St. Bernard (Parish),288,173,3,0,2,375,0,0,0
1658,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,89,99089,2004,St. Charles (Parish),156,48,0,0,0,181,0,0,0
1659,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,103,99103,2004,St. Tammany (Parish),44,25,1,0,1,32,0,0,0
1660,1548,HURRICANE IVAN,LA,2004-09-13 00:00:00+00:00,22,109,99109,2004,Terrebonne (Parish),84,28,0,0,0,35,0,0,0
1661,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,3,99003,2004,Alexander (County),2,2,0,0,0,,,,
1662,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,5,99005,2004,Alleghany (County),2,2,0,0,0,,,,
1663,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,17,99017,2004,Bladen (County),1030,795,7,1,1,866,0,0,0
1664,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,25,99025,2004,Cabarrus (County),4,3,0,0,0,2,0,0,0
1665,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,35,99035,2004,Catawba (County),26,11,4,0,0,1,0,0,0
1666,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,45,99045,2004,Cleveland (County),7,6,0,0,0,,,,
1667,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,47,99047,2004,Columbus (County),1491,1159,11,1,4,1350,0,0,0
1668,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,51,99051,2004,Cumberland (County),149,107,0,0,0,226,0,0,0
1669,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,71,99071,2004,Gaston (County),3,1,0,0,0,,,,
1670,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,93,99093,2004,Hoke (County),67,45,0,0,0,23,0,0,0
1671,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,97,99097,2004,Iredell (County),4,2,0,0,0,,,,
1672,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,109,99109,2004,Lincoln (County),2,2,0,0,0,,,,
1673,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,119,99119,2004,Mecklenburg (County),47,25,7,0,0,33,0,0,0
1674,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,155,99155,2004,Robeson (County),2376,1864,11,0,2,1623,0,0,0
1675,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,165,99165,2004,Scotland (County),96,59,0,0,0,92,0,0,0
1676,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,179,99179,2004,Union (County),2,1,1,0,0,,,,
1677,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,193,99193,2004,Wilkes (County),5,4,0,0,0,,,,
1678,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,9,99009,2004,Ashe (County),8,6,0,0,0,1,0,0,0
1679,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,11,99011,2004,Avery (County),304,183,21,8,7,28,0,0,0
1680,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,21,99021,2004,Buncombe (County),586,378,22,9,13,155,0,0,0
1681,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,23,99023,2004,Burke (County),170,105,8,1,9,12,0,0,0
1682,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,27,99027,2004,Caldwell (County),63,25,7,1,2,5,0,0,0
1683,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,87,99087,2004,Haywood (County),482,215,65,54,46,201,0,0,0
1684,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,89,99089,2004,Henderson (County),244,160,12,6,2,25,0,0,0
1685,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,99,99099,2004,Jackson (County),33,17,3,0,0,4,0,0,0
1686,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,111,99111,2004,McDowell (County),135,80,14,3,4,38,0,0,0
1687,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,115,99115,2004,Madison (County),29,16,3,2,0,4,0,0,0
1688,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,121,99121,2004,Mitchell (County),78,49,4,1,0,10,0,0,0
1689,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,149,99149,2004,Polk (County),15,7,2,0,0,,,,
1690,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,161,99161,2004,Rutherford (County),46,29,2,1,0,6,0,0,0
1691,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,175,99175,2004,Transylvania (County),106,61,12,0,0,24,0,0,0
1692,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,189,99189,2004,Watauga (County),136,84,13,2,3,7,0,0,0
1693,1546,TROPICAL STORM FRANCES,NC,2004-09-07 00:00:00+00:00,37,199,99199,2004,Yancey (County),125,64,15,2,3,6,0,0,0
1694,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,87,99087,2004,Monroe (County),1,0,0,0,0,,,,
1695,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,1,99001,2004,Alachua (County),4090,2594,35,17,17,843,0,0,0
1696,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,3,99003,2004,Baker (County),190,128,11,2,0,26,0,0,0
1697,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,7,99007,2004,Bradford (County),912,669,14,3,5,273,0,0,0
1698,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,9,99009,2004,Brevard (County),40825,24266,409,69,171,11330,0,0,0
1699,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,11,99011,2004,Broward (County),8709,4953,43,4,6,6290,0,0,0
1700,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,15,99015,2004,Charlotte (County),750,370,26,1,17,465,0,0,0
1701,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,17,99017,2004,Citrus (County),2969,1973,27,6,22,466,0,0,0
1702,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,19,99019,2004,Clay (County),1804,1191,25,4,10,176,0,0,0
1703,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,23,99023,2004,Columbia (County),1790,1213,60,15,31,441,0,0,0
1704,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,27,99027,2004,DeSoto (County),421,270,32,9,27,310,0,0,0
1705,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,29,99029,2004,Dixie (County),656,464,12,8,6,125,0,0,0
1706,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,31,99031,2004,Duval (County),3423,2045,25,5,14,785,0,0,0
1707,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,35,99035,2004,Flagler (County),2869,1641,34,3,4,544,0,0,0
1708,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,41,99041,2004,Gilchrist (County),565,363,24,10,8,111,0,0,0
1709,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,43,99043,2004,Glades (County),242,168,4,0,2,39,0,0,0
1710,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,49,99049,2004,Hardee (County),568,375,33,11,17,335,0,0,0
1711,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,51,99051,2004,Hendry (County),607,414,11,2,5,267,0,0,0
1712,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,53,99053,2004,Hernando (County),2033,1277,18,2,5,292,0,0,0
1713,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,55,99055,2004,Highlands (County),1918,1226,19,1,9,438,0,0,0
1714,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,57,99057,2004,Hillsborough (County),3992,2552,57,13,21,1410,0,0,0
1715,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,61,99061,2004,Indian River (County),17106,9490,409,78,138,4908,0,0,0
1716,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,69,99069,2004,Lake (County),4700,2961,34,8,32,725,0,0,0
1717,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,71,99071,2004,Lee (County),1518,835,23,16,13,499,0,0,0
1718,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,75,99075,2004,Levy (County),1307,839,30,10,14,211,0,0,0
1719,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,81,99081,2004,Manatee (County),445,263,4,1,2,650,0,0,0
1720,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,83,99083,2004,Marion (County),8975,5869,88,15,52,2171,0,0,0
1721,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,85,99085,2004,Martin (County),12677,7635,176,48,87,3512,0,0,0
1722,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,86,99086,2004,Miami-Dade (County),6091,3556,41,6,14,15404,0,0,0
1723,1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,89,99089,2004,Nassau (County),285,202,1,0,1,40,0,0,0
