,Code,Name,Date,Time in UTC,Record Identifier,Status,Latitude,Longitude,Max Wind,Min Pressure,34 kt wind radii maximum extent in northeastern quadrant,34 kt wind radii maximum extent in southeastern quadrant,34 kt wind radii maximum extent in northwestern quadrant,34 kt wind radii maximum extent in southwestern quadrant,50 kt wind radii maximum extent in northeastern quadrant,50 kt wind radii maximum extent in southeastern quadrant,50 kt wind radii maximum extent in northwestern quadrant,50 kt wind radii maximum extent in southwestern quadrant,64 kt wind radii maximum extent in northeastern quadrant,64 kt wind radii maximum extent in southeastern quadrant,64 kt wind radii maximum extent in northwestern quadrant,64 kt wind radii maximum extent in southwestern quadrant,Radius of Max Wind
152,AL031853,UNNAMED,18530907, 0600,, HU, 32.5N,  74.1W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
153,AL031853,UNNAMED,18530907, 1200,, HU, 33.7N,  73.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
154,AL031853,UNNAMED,18530907, 1800,, HU, 34.9N,  72.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
155,AL031853,UNNAMED,18530908, 0000,, HU, 36.0N,  71.6W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
156,AL031853,UNNAMED,18530908, 0600,, HU, 36.8N,  69.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
157,AL031853,UNNAMED,18530908, 1200,, HU, 37.5N,  67.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
158,AL031853,UNNAMED,18530908, 1800,, HU, 38.2N,  65.4W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
159,AL031853,UNNAMED,18530909, 0000,, HU, 39.0N,  62.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
160,AL031853,UNNAMED,18530909, 0600,, HU, 39.9N,  59.4W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
161,AL031853,UNNAMED,18530909, 1200,, HU, 40.8N,  56.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
162,AL031853,UNNAMED,18530909, 1800,, HU, 41.9N,  53.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
163,AL031853,UNNAMED,18530910, 0000,, HU, 42.9N,  49.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
164,AL031853,UNNAMED,18530910, 0600,, HU, 43.9N,  45.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
165,AL031853,UNNAMED,18530910, 1200,, HU, 45.0N,  41.2W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
166,AL031853,UNNAMED,18530910, 1800,, HU, 46.2N,  36.2W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
167,AL041853,UNNAMED,18530908, 0000,, HU, 37.0N,  53.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
168,AL041853,UNNAMED,18530908, 0600,, HU, 38.0N,  51.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
169,AL041853,UNNAMED,18530908, 1200,, HU, 39.0N,  49.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
170,AL041853,UNNAMED,18530908, 1800,, HU, 40.0N,  46.8W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
171,AL041853,UNNAMED,18530909, 0000,, HU, 41.3N,  44.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
172,AL041853,UNNAMED,18530909, 0600,, HU, 42.5N,  41.5W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
173,AL041853,UNNAMED,18530909, 1200,, HU, 43.4N,  39.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
174,AL041853,UNNAMED,18530909, 1800,, HU, 44.5N,  37.2W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
175,AL041853,UNNAMED,18530910, 0000,, HU, 45.5N,  34.7W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
176,AL041853,UNNAMED,18530910, 0600,, HU, 46.3N,  32.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
177,AL041853,UNNAMED,18530910, 1200,, HU, 47.0N,  30.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
178,AL041853,UNNAMED,18530910, 1800,, HU, 48.0N,  27.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
179,AL061853,UNNAMED,18530926, 1200,, TS, 29.0N,  62.9W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
180,AL061853,UNNAMED,18530926, 1800,, TS, 30.6N,  63.2W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
181,AL061853,UNNAMED,18530927, 0000,, TS, 32.9N,  62.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
182,AL061853,UNNAMED,18530927, 0600,, TS, 34.8N,  61.3W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
183,AL061853,UNNAMED,18530927, 1200,, HU, 36.0N,  59.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
184,AL061853,UNNAMED,18530927, 1800,, HU, 36.7N,  58.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
185,AL061853,UNNAMED,18530928, 0000,, HU, 36.8N,  57.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
186,AL061853,UNNAMED,18530928, 0600,, HU, 36.3N,  56.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
187,AL061853,UNNAMED,18530928, 1200,, HU, 35.5N,  56.9W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
188,AL061853,UNNAMED,18530928, 1800,, HU, 35.5N,  57.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
189,AL061853,UNNAMED,18530929, 0000,, HU, 35.4N,  57.2W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
190,AL061853,UNNAMED,18530929, 0600,, HU, 35.3N,  57.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
191,AL061853,UNNAMED,18530929, 1200,, HU, 35.3N,  57.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
192,AL061853,UNNAMED,18530929, 1800,, HU, 35.4N,  57.9W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
193,AL061853,UNNAMED,18530930, 0000,, HU, 35.5N,  58.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
194,AL061853,UNNAMED,18530930, 0600,, HU, 35.5N,  58.2W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
195,AL061853,UNNAMED,18530930, 1200,, HU, 35.8N,  58.3W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
196,AL061853,UNNAMED,18530930, 1800,, HU, 36.3N,  58.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
197,AL061853,UNNAMED,18531001, 0000,, HU, 37.0N,  57.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
198,AL061853,UNNAMED,18531001, 0600,, HU, 38.0N,  56.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
199,AL081853,UNNAMED,18531019, 0000,, HU, 27.5N,  78.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
200,AL081853,UNNAMED,18531019, 0600,, HU, 28.0N,  78.9W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
201,AL081853,UNNAMED,18531019, 1200,, HU, 28.5N,  79.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
202,AL081853,UNNAMED,18531019, 1800,, HU, 28.9N,  79.6W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
203,AL081853,UNNAMED,18531020, 0000,, HU, 29.3N,  79.9W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
204,AL081853,UNNAMED,18531020, 0600,, HU, 29.7N,  80.2W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
205,AL081853,UNNAMED,18531020, 1200,, HU, 30.0N,  80.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
206,AL081853,UNNAMED,18531020, 1800,, HU, 30.3N,  80.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
207,AL081853,UNNAMED,18531021, 0000,, HU, 30.6N,  80.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
208,AL081853,UNNAMED,18531021, 0600,, HU, 30.9N,  80.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
209,AL081853,UNNAMED,18531021, 1200,, HU, 31.3N,  80.6W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
210,AL081853,UNNAMED,18531021, 1800,, HU, 31.7N,  80.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
211,AL081853,UNNAMED,18531022, 0000,, HU, 32.1N,  79.4W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
212,AL081853,UNNAMED,18531022, 0600,, HU, 32.5N,  78.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
213,AL011854,UNNAMED,18540625, 0000,, TS, 26.0N,  92.5W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
214,AL011854,UNNAMED,18540625, 0600,, TS, 26.0N,  93.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
215,AL011854,UNNAMED,18540625, 1200,, HU, 26.0N,  93.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
216,AL011854,UNNAMED,18540625, 1800,, HU, 26.0N,  94.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
217,AL011854,UNNAMED,18540626, 0000,, HU, 26.0N,  94.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
218,AL011854,UNNAMED,18540626, 0600,, HU, 26.1N,  95.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
219,AL011854,UNNAMED,18540626, 1200, L, HU, 26.2N,  97.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
220,AL011854,UNNAMED,18540626, 1800,, TS, 26.4N,  98.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
221,AL011854,UNNAMED,18540627, 0000,, TS, 26.8N, 100.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
222,AL011854,UNNAMED,18540627, 0600,, TS, 27.4N, 101.5W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
223,AL011854,UNNAMED,18540627, 1200,, TS, 28.0N, 103.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
224,AL021854,UNNAMED,18540823, 1200,, TS, 33.0N,  55.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
225,AL031854,UNNAMED,18540907, 1200,, HU, 28.0N,  78.6W, 110,  938, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
226,AL031854,UNNAMED,18540907, 1800,, HU, 28.8N,  79.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
227,AL031854,UNNAMED,18540908, 0000,, HU, 29.6N,  80.3W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
228,AL031854,UNNAMED,18540908, 0600,, HU, 30.4N,  80.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
229,AL031854,UNNAMED,18540908, 1200,, HU, 31.1N,  80.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
230,AL031854,UNNAMED,18540908, 1800,, HU, 31.6N,  81.1W, 100,  950, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
231,AL031854,UNNAMED,18540908, 2000, L, HU, 31.7N,  81.1W, 100,  950, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,   40
232,AL031854,UNNAMED,18540909, 0000,, HU, 32.0N,  81.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
233,AL031854,UNNAMED,18540909, 0600,, HU, 32.5N,  81.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
234,AL031854,UNNAMED,18540909, 1200,, TS, 33.2N,  81.5W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
235,AL031854,UNNAMED,18540909, 1800,, TS, 34.3N,  80.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
236,AL031854,UNNAMED,18540910, 0000,, TS, 35.5N,  78.1W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
237,AL031854,UNNAMED,18540910, 0600,, TS, 36.8N,  75.9W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
238,AL031854,UNNAMED,18540910, 1200,, TS, 37.8N,  74.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
239,AL031854,UNNAMED,18540910, 1800,, TS, 38.4N,  71.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
240,AL031854,UNNAMED,18540911, 0000,, HU, 38.8N,  69.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
241,AL031854,UNNAMED,18540911, 0600,, HU, 39.0N,  67.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
242,AL031854,UNNAMED,18540911, 1200,, HU, 39.4N,  65.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
243,AL031854,UNNAMED,18540911, 1800,, HU, 39.5N,  61.8W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
244,AL031854,UNNAMED,18540912, 0000,, HU, 39.8N,  58.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
245,AL031854,UNNAMED,18540912, 0600,, HU, 40.0N,  55.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
246,AL031854,UNNAMED,18540912, 1200,, HU, 40.0N,  52.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
247,AL031854,UNNAMED,18540912, 1800,, HU, 40.2N,  48.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
248,AL041854,UNNAMED,18540918, 0000,, HU, 28.2N,  93.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
249,AL041854,UNNAMED,18540918, 0600,, HU, 28.4N,  94.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
250,AL041854,UNNAMED,18540918, 1200,, HU, 28.6N,  94.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
251,AL041854,UNNAMED,18540918, 1800,, HU, 28.8N,  95.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
252,AL041854,UNNAMED,18540918, 2100, L, HU, 28.9N,  95.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
253,AL041854,UNNAMED,18540919, 0000,, HU, 29.0N,  95.6W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
254,AL041854,UNNAMED,18540919, 0600,, HU, 29.2N,  96.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
255,AL041854,UNNAMED,18540919, 1200,, TS, 29.4N,  96.5W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
256,AL041854,UNNAMED,18540919, 1800,, TS, 29.7N,  96.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
257,AL041854,UNNAMED,18540920, 0000,, TS, 30.0N,  96.4W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
258,AL041854,UNNAMED,18540920, 0600,, TS, 30.3N,  96.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
259,AL051854,UNNAMED,18541020, 1800,, TS, 27.6N,  67.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
260,AL051854,UNNAMED,18541021, 0000,, TS, 28.6N,  67.3W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
261,AL051854,UNNAMED,18541021, 0600,, TS, 29.5N,  67.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
262,AL051854,UNNAMED,18541021, 1200,, TS, 30.3N,  66.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
263,AL051854,UNNAMED,18541021, 1800,, TS, 31.5N,  65.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
264,AL051854,UNNAMED,18541022, 0000,, TS, 32.4N,  64.3W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
265,AL051854,UNNAMED,18541022, 0600,, TS, 33.0N,  62.8W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
266,AL051854,UNNAMED,18541022, 1200,, TS, 33.5N,  61.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
267,AL051854,UNNAMED,18541022, 1800,, TS, 34.2N,  58.7W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
268,AL021855,UNNAMED,18550810, 0000,, HU, 44.0N,  42.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
269,AL021855,UNNAMED,18550810, 0600,, HU, 46.0N,  39.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
270,AL021855,UNNAMED,18550810, 1200,, HU, 48.0N,  36.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
271,AL021855,UNNAMED,18550810, 1800,, HU, 50.0N,  32.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
272,AL021855,UNNAMED,18550811, 0000,, HU, 52.0N,  29.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
273,AL021855,UNNAMED,18550811, 0600,, HU, 54.0N,  24.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
274,AL041855,UNNAMED,18550826, 1200,, TS, 17.1N,  66.5W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
275,AL041855,UNNAMED,18550826, 1800,, TS, 17.7N,  67.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
276,AL051855,UNNAMED,18550915, 0000,, HU, 26.7N,  89.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
277,AL051855,UNNAMED,18550915, 0600,, HU, 27.1N,  89.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
278,AL051855,UNNAMED,18550915, 1200,, HU, 27.5N,  89.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
279,AL051855,UNNAMED,18550915, 1800,, HU, 28.1N,  89.4W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
280,AL051855,UNNAMED,18550916, 0000,, HU, 28.8N,  89.5W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
281,AL051855,UNNAMED,18550916, 0300, L, HU, 29.2N,  89.5W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
282,AL051855,UNNAMED,18550916, 0600,, HU, 29.6N,  89.5W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
283,AL051855,UNNAMED,18550916, 1200,, HU, 30.2N,  89.4W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
284,AL051855,UNNAMED,18550916, 1800,, HU, 31.0N,  89.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
285,AL051855,UNNAMED,18550917, 0000,, TS, 32.0N,  88.8W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
286,AL051855,UNNAMED,18550917, 0600,, TS, 33.0N,  88.3W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
287,AL011856,UNNAMED,18560809, 0000,, HU, 25.0N,  83.9W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
288,AL011856,UNNAMED,18560809, 0600,, HU, 25.7N,  85.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
289,AL011856,UNNAMED,18560809, 1200,, HU, 26.3N,  86.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
290,AL011856,UNNAMED,18560809, 1800,, HU, 27.0N,  87.8W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
291,AL011856,UNNAMED,18560810, 0000,, HU, 27.7N,  89.1W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
292,AL011856,UNNAMED,18560810, 0600,, HU, 28.2N,  89.8W, 120, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
293,AL011856,UNNAMED,18560810, 1200,, HU, 28.7N,  90.5W, 130, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
294,AL011856,UNNAMED,18560810, 1800, L, HU, 29.2N,  91.1W, 130,  934, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,   10
295,AL011856,UNNAMED,18560811, 0000,, HU, 29.7N,  91.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
296,AL011856,UNNAMED,18560811, 0600,, HU, 30.0N,  91.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
297,AL011856,UNNAMED,18560811, 1200,, TS, 30.3N,  91.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
298,AL011856,UNNAMED,18560811, 1800,, TS, 30.6N,  91.8W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
299,AL011856,UNNAMED,18560812, 0000,, TS, 30.9N,  91.6W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
300,AL011856,UNNAMED,18560812, 0600,, TS, 31.3N,  91.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
301,AL031856,UNNAMED,18560819, 0000,, TS, 32.5N,  75.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
302,AL031856,UNNAMED,18560819, 0600,, TS, 33.8N,  76.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
303,AL031856,UNNAMED,18560819, 1100, L, TS, 34.8N,  76.4W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
304,AL031856,UNNAMED,18560819, 1200,, TS, 35.0N,  76.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
305,AL031856,UNNAMED,18560819, 1800,, TS, 36.0N,  76.3W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
